client_id,clnt_age,clnt_tenure_yr,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,tenure_segment,age_segment,bal_category
6518235,58,5,F,2,56044.92,2,5,new,middle,medio
6518238,59,24,F,3,396702.59,4,7,long_tenure,middle,alto
6518414,38,15,M,2,46142.99,1,4,long_tenure,middle,medio
6518469,39,9,M,2,46059.49,5,8,new,middle,medio
6518665,54,16,M,2,128249.59,6,9,long_tenure,middle,medio
6518801,40,14,M,2,34885.5,4,7,long_tenure,middle,bajo
6518928,61,8,F,2,38134.09,4,7,new,old,medio
6518936,24,4,U,2,29347.84,2,5,new,young,bajo
6518994,33,7,U,2,48425.73,3,6,new,middle,medio
6519269,64,8,U,3,324940.4,4,8,new,old,alto
6519466,30,6,U,2,51144.6,2,5,new,young,medio
6519708,58,19,F,2,49059.21,1,4,long_tenure,middle,medio
6519864,31,6,M,2,116440.88,1,4,new,young,medio
6520063,41,8,U,2,32934.14,1,4,new,middle,bajo
6520263,36,11,U,2,31162.04,1,4,long_tenure,middle,bajo
6520285,33,12,M,2,77293.53,3,6,long_tenure,middle,medio
6520360,51,10,M,2,45495.91,1,4,long_tenure,middle,medio
6521044,56,7,U,2,54970.24,2,5,new,middle,medio
6521082,26,6,U,2,46664.32,1,4,new,young,medio
6521093,73,16,M,2,154778.26,6,9,long_tenure,old,alto
6521348,66,13,M,2,54064.98,3,6,long_tenure,old,medio
6521362,54,18,F,2,366799.32,2,5,long_tenure,middle,alto
6521758,41,19,F,4,142113.47999999998,4,7,long_tenure,middle,alto
6521938,75,7,U,2,48706.0,5,8,new,old,medio
6522337,35,16,M,2,32414.22,2,5,long_tenure,middle,bajo
6522381,24,9,M,2,50977.95,6,9,new,young,medio
6522706,66,10,M,2,40243.05,0,3,long_tenure,old,medio
6522843,57,12,F,2,62032.19,6,9,long_tenure,middle,medio
6522942,49,15,M,2,138090.14,3,6,long_tenure,middle,alto
6522991,44,5,U,3,69408.98,2,5,new,middle,medio
6523060,41,6,M,2,102507.93,0,3,new,middle,medio
6523149,62,21,M,2,64602.19,6,9,long_tenure,old,medio
6523409,53,4,F,2,406354.5,4,7,new,middle,alto
6523623,68,25,M,3,571951.51,6,9,long_tenure,old,alto
6524118,36,9,M,2,169382.83000000002,0,3,new,middle,alto
6524126,41,12,F,2,65008.83,3,7,long_tenure,middle,medio
6524192,30,11,M,2,49612.67999999999,6,9,long_tenure,young,medio
6524749,75,30,F,4,987528.46,1,5,long_tenure,old,alto
6524781,65,20,M,2,145711.41999999998,2,5,long_tenure,old,alto
6524783,31,9,M,2,26813.86,3,6,new,young,bajo
6524861,65,5,F,2,162005.72999999998,0,3,new,old,alto
6525007,50,13,M,3,106533.24,3,6,long_tenure,middle,medio
6525151,57,7,U,2,27340.25,0,4,new,middle,bajo
6525271,59,25,M,4,396060.87,6,9,long_tenure,middle,alto
6525364,32,15,M,3,453897.12,5,8,long_tenure,young,alto
6525408,29,4,U,2,25646.96,0,3,new,young,bajo
6525417,62,21,F,2,29168.51,2,5,long_tenure,old,bajo
6525445,52,6,U,2,84957.81,0,3,new,middle,medio
6525521,35,18,M,3,276311.77,6,9,long_tenure,middle,alto
6525738,38,5,U,2,46242.52,4,7,new,middle,medio
6526012,38,5,U,2,37681.91,1,4,new,middle,medio
6526022,71,23,M,2,347299.1,6,9,long_tenure,old,alto
6526123,60,5,U,2,64124.02,2,5,new,old,medio
6526572,69,26,F,2,286640.8,1,4,long_tenure,old,alto
6526646,37,6,F,2,35324.86,0,3,new,middle,bajo
6526701,51,9,F,2,45459.19,1,4,new,middle,medio
6526971,65,6,M,2,53943.03999999999,5,8,new,old,medio
6527546,55,14,M,2,173890.03999999998,4,7,long_tenure,middle,alto
6527738,33,12,F,2,90905.42,1,4,long_tenure,middle,medio
6528051,49,15,F,2,137928.59,3,6,long_tenure,middle,medio
6528295,58,15,F,2,64756.83,0,3,long_tenure,middle,medio
6528441,27,7,U,2,29098.73,0,3,new,young,bajo
6528518,72,23,M,3,73939.20999999999,6,9,long_tenure,old,medio
6528570,46,17,F,3,194297.56,0,3,long_tenure,middle,alto
6528621,67,9,F,2,77338.31,6,9,new,old,medio
6528661,49,8,M,3,59812.67,3,6,new,middle,medio
6529144,48,6,U,2,46934.71,0,3,new,middle,medio
6529379,71,5,U,2,37242.28,2,5,new,old,bajo
6529451,31,7,U,2,66708.53,6,9,new,young,medio
6529790,61,16,M,2,55042.61,6,9,long_tenure,old,medio
6529806,41,13,F,2,43021.28999999999,4,7,long_tenure,middle,medio
6529844,58,18,F,2,535567.27,0,3,long_tenure,middle,alto
6530035,60,6,U,2,159996.40999999997,2,5,new,old,alto
6530134,62,7,U,2,31215.94,0,3,new,old,bajo
6530293,31,10,M,2,41362.81,5,8,long_tenure,young,medio
6530650,47,6,U,2,76012.98,0,3,new,middle,medio
6531046,62,9,F,2,88060.61,4,7,new,old,medio
6531047,38,8,F,2,39925.35,6,9,new,middle,medio
6531383,31,12,F,3,124011.61,0,3,long_tenure,young,medio
6531402,67,17,F,2,342117.1,6,9,long_tenure,old,alto
6531629,65,4,U,2,65445.17,6,9,new,old,medio
6532260,28,6,U,2,49842.95,2,5,new,young,medio
6532430,58,23,M,3,499815.7,0,3,long_tenure,middle,alto
6532710,24,6,U,2,60524.62,6,9,new,young,medio
6532865,82,13,M,2,87464.81,6,9,long_tenure,old,medio
6533052,58,5,U,2,161390.32,2,6,new,middle,alto
6533373,34,13,M,3,47481.44,2,5,long_tenure,middle,medio
6533602,93,29,F,2,362103.22,6,9,long_tenure,old,alto
6534126,69,14,F,2,37617.86,1,4,long_tenure,old,medio
6534331,54,26,F,3,67894.41,2,5,long_tenure,middle,medio
6534417,49,14,F,2,29288.83,0,3,long_tenure,middle,bajo
6534594,27,8,M,2,54217.34,3,6,new,young,medio
6534980,53,16,F,2,31196.22,5,8,long_tenure,middle,bajo
6535114,37,4,U,2,37598.53,5,8,new,middle,medio
6535193,81,3,U,2,109567.59,6,9,new,old,medio
6535430,77,31,M,3,351292.26,3,6,long_tenure,old,alto
6535460,26,6,U,2,70569.62,6,9,new,young,medio
6535723,30,8,U,2,26937.34,1,4,new,young,bajo
6535825,50,6,U,3,65858.54000000001,4,7,new,middle,medio
6535901,29,27,M,2,66833.03,4,7,long_tenure,young,medio
6536011,32,4,M,3,92417.42,3,6,new,young,medio
6536067,62,9,M,2,24995.79,1,4,new,old,bajo
6536100,74,19,M,2,41173.46,2,5,long_tenure,old,medio
6536391,52,4,U,2,37577.88,2,5,new,middle,medio
6536409,57,10,M,2,57242.47,4,7,long_tenure,middle,medio
6536450,61,4,U,2,41511.75,3,6,new,old,medio
6537109,49,10,M,2,37033.47,6,9,long_tenure,middle,bajo
6537286,75,19,M,2,122820.62,3,6,long_tenure,old,medio
6537374,41,5,U,4,157931.83000000002,4,7,new,middle,alto
6537643,57,15,M,2,121993.1,6,9,long_tenure,middle,medio
6537678,58,4,U,2,39919.03,2,5,new,middle,medio
6537726,47,21,F,2,134393.38,1,4,long_tenure,middle,medio
6538326,48,7,U,2,28217.55,0,3,new,middle,bajo
6538562,41,13,F,2,45083.73,2,6,long_tenure,middle,medio
6538746,38,4,M,3,221374.49,6,9,new,middle,alto
6538820,40,12,F,3,226502.94,6,9,long_tenure,middle,alto
6538963,24,5,F,2,25735.82,2,5,new,young,bajo
6539202,61,15,F,2,160658.51,1,4,long_tenure,old,alto
6539335,75,18,F,2,668144.79,5,8,long_tenure,old,alto
6539582,23,6,U,3,57631.07,5,8,new,young,medio
6539625,43,16,F,2,85123.25,4,7,long_tenure,middle,medio
6540065,63,7,U,2,52180.97,3,6,new,old,medio
6541007,42,5,U,2,45044.78999999999,3,6,new,middle,medio
6541273,44,7,U,2,77716.91,0,3,new,middle,medio
6541346,42,14,M,2,28388.33,1,4,long_tenure,middle,bajo
6541507,44,21,M,2,30128.03,1,4,long_tenure,middle,bajo
6541730,28,5,U,2,51704.42,1,4,new,young,medio
6542053,45,15,F,2,189257.05,4,7,long_tenure,middle,alto
6542104,82,34,F,3,438260.27,6,9,long_tenure,old,alto
6542287,37,12,M,2,39755.49,3,6,long_tenure,middle,medio
6542671,32,9,M,5,262335.52,6,9,new,young,alto
6542682,47,15,F,2,76666.64,2,5,long_tenure,middle,medio
6542956,44,15,F,2,85881.20999999999,1,4,long_tenure,middle,medio
6543439,35,7,U,2,53196.02,0,3,new,middle,medio
6543689,45,11,M,2,105626.52,2,5,long_tenure,middle,medio
6543742,41,13,M,4,176655.63,5,8,long_tenure,middle,alto
6543959,29,5,U,2,49469.03,1,4,new,young,medio
6544132,28,14,M,2,25836.81,6,9,long_tenure,young,bajo
6544190,69,28,F,2,53199.95,2,5,long_tenure,old,medio
6544888,44,9,F,3,122110.95,5,8,new,middle,medio
6544929,33,15,F,2,27789.96,0,3,long_tenure,middle,bajo
6545023,26,9,M,2,55121.61,4,7,new,young,medio
6545212,20,6,U,2,33372.94,2,5,new,young,bajo
6545237,58,27,F,2,100023.6,1,4,long_tenure,middle,medio
6545342,34,9,M,2,35771.72,1,4,new,middle,bajo
6545574,65,17,M,2,24852.52,0,3,long_tenure,old,bajo
6545703,55,7,U,2,75335.72,4,7,new,middle,medio
6545776,70,35,F,2,53067.06,2,5,long_tenure,old,medio
6545826,60,14,F,2,30619.08,0,3,long_tenure,old,bajo
6545883,57,24,M,4,1073891.27,6,9,long_tenure,middle,alto
6546338,34,9,F,3,39822.71,2,5,new,middle,medio
6546420,25,4,U,2,41112.12,6,9,new,young,medio
6546613,87,26,M,3,290119.3,3,6,long_tenure,old,alto
6546707,26,5,U,2,33571.66,6,9,new,young,bajo
6546787,33,5,U,2,40395.38,1,4,new,middle,medio
6546908,45,16,M,2,56883.68,4,7,long_tenure,middle,medio
6547498,29,11,M,2,317627.11,1,4,long_tenure,young,alto
6547645,53,14,F,2,136192.91,4,7,long_tenure,middle,medio
6547653,54,10,M,2,423180.19,6,9,long_tenure,middle,alto
6547872,49,14,F,2,201979.66,6,9,long_tenure,middle,alto
6547909,67,24,F,2,1611860.3199999998,4,7,long_tenure,old,alto
6548321,41,14,F,4,413498.51,6,9,long_tenure,middle,alto
6548382,48,6,U,2,38832.68,1,4,new,middle,medio
6548727,30,6,U,2,64088.58,6,9,new,young,medio
6548983,26,11,M,2,25421.6,0,3,long_tenure,young,bajo
6549562,32,19,M,4,379001.07,5,8,long_tenure,young,alto
6549579,23,6,U,2,40596.87,6,9,new,young,medio
6549730,29,22,U,2,40596.95,2,5,long_tenure,young,medio
6549788,61,10,F,3,135140.53999999998,3,6,long_tenure,old,medio
6549914,36,9,M,3,92761.75,6,9,new,middle,medio
6550009,68,32,M,3,3457298.27,4,8,long_tenure,old,alto
6550550,58,5,F,2,32744.96,3,6,new,middle,bajo
6550982,42,13,M,2,34981.41,5,8,long_tenure,middle,bajo
6551005,68,23,F,2,32031.2,0,4,long_tenure,old,bajo
6551109,61,5,U,2,63743.59,6,9,new,old,medio
6551583,80,4,U,2,107109.53,2,5,new,old,medio
6551602,25,6,U,3,71057.07,6,9,new,young,medio
6551678,38,5,M,3,72875.34,6,9,new,middle,medio
6552010,44,7,U,2,55593.51,3,6,new,middle,medio
6552832,26,8,U,2,185231.47,2,5,new,young,alto
6552948,28,9,F,2,76424.67,4,7,new,young,medio
6553321,47,15,M,2,146323.71,2,5,long_tenure,middle,alto
6553450,72,19,F,2,99929.99,4,7,long_tenure,old,medio
6553545,56,25,M,4,940328.17,6,9,long_tenure,middle,alto
6553647,50,6,U,2,189359.83,1,4,new,middle,alto
6553810,63,6,U,2,32822.23,6,9,new,old,bajo
6553881,68,10,M,2,751000.3300000001,5,8,long_tenure,old,alto
6554362,33,13,F,2,52602.98,6,9,long_tenure,middle,medio
6554394,53,6,U,2,87382.36,2,5,new,middle,medio
6554742,53,8,M,5,389228.06,4,7,new,middle,alto
6554745,44,8,F,2,50378.22,3,6,new,middle,medio
6554785,58,5,U,2,163776.78999999998,0,3,new,middle,alto
6554914,51,14,M,2,41691.28999999999,0,3,long_tenure,middle,medio
6555289,56,4,F,2,162321.57,3,6,new,middle,alto
6555565,40,12,M,2,128715.57,1,4,long_tenure,middle,medio
6555609,66,11,M,3,364604.96,6,9,long_tenure,old,alto
6555622,48,22,M,2,84108.91,4,7,long_tenure,middle,medio
6555644,39,5,U,2,38939.41,1,4,new,middle,medio
6556240,62,8,M,2,94257.2,6,9,new,old,medio
6556257,44,10,M,2,45471.4,0,3,long_tenure,middle,medio
6556332,49,17,M,3,91414.57,2,5,long_tenure,middle,medio
6556384,49,15,M,2,27224.47,0,3,long_tenure,middle,bajo
6556668,88,23,M,2,140726.58000000002,5,8,long_tenure,old,alto
6556785,33,4,U,3,42491.76,2,5,new,middle,medio
6558048,39,10,F,2,45394.67,1,4,long_tenure,middle,medio
6558231,54,35,F,3,418146.44,2,5,long_tenure,middle,alto
6558342,42,5,U,2,76999.83,3,6,new,middle,medio
6558358,57,5,F,2,216605.59000000003,6,9,new,middle,alto
6558833,54,13,M,3,231735.82,6,9,long_tenure,middle,alto
6559023,46,4,U,2,40870.49,0,3,new,middle,medio
6559072,54,16,F,2,54249.96,3,6,long_tenure,middle,medio
6559115,41,19,F,2,28486.12,0,3,long_tenure,middle,bajo
6559121,57,5,U,3,71538.09,6,9,new,middle,medio
6559545,42,15,M,2,27738.05,3,6,long_tenure,middle,bajo
6559795,62,29,M,2,159290.06,0,4,long_tenure,old,alto
6559843,51,7,U,2,217051.31,6,9,new,middle,alto
6560370,47,11,F,3,203330.7,5,8,long_tenure,middle,alto
6560481,63,6,F,2,23816.34,0,3,new,old,bajo
6560561,33,12,F,2,28324.69,0,3,long_tenure,middle,bajo
6560666,58,8,U,2,33438.64,2,5,new,middle,bajo
6560734,39,12,M,3,38436.85,1,4,long_tenure,middle,medio
6561991,66,21,F,3,28799.49,1,4,long_tenure,old,bajo
6563551,25,6,M,2,25567.27,0,3,new,young,bajo
6563813,45,19,M,3,55931.01,6,9,long_tenure,middle,medio
6564341,62,6,U,2,69668.89,5,8,new,old,medio
6564529,46,12,M,3,75771.15,6,9,long_tenure,middle,medio
6564602,53,9,M,2,83328.72,2,5,new,middle,medio
6564761,59,6,U,2,24224.81,1,4,new,middle,bajo
6564837,60,6,U,2,24823.7,6,9,new,old,bajo
6564909,55,4,U,2,65362.74,6,9,new,middle,medio
6564940,43,15,M,2,220717.99,0,3,long_tenure,middle,alto
6564976,37,8,M,2,50050.99,1,4,new,middle,medio
6565221,21,12,F,2,47978.66,4,7,long_tenure,young,medio
6565360,65,22,F,2,79188.53,6,9,long_tenure,old,medio
6565387,64,6,U,2,48384.14,6,9,new,old,medio
6565522,53,4,M,2,55580.76,1,4,new,middle,medio
6565725,54,5,U,3,466166.26,0,3,new,middle,alto
6566073,32,19,F,3,65568.12,6,9,long_tenure,young,medio
6566847,26,6,U,2,34813.71,2,5,new,young,bajo
6567096,55,10,M,2,158194.47999999998,5,8,long_tenure,middle,alto
6567268,35,19,M,2,68955.82,0,3,long_tenure,middle,medio
6567784,69,16,M,2,391336.41,0,4,long_tenure,old,alto
6567837,55,15,F,2,23920.73,0,3,long_tenure,middle,bajo
6568225,28,5,U,2,42016.65,2,5,new,young,medio
6568227,70,6,M,2,92056.06,5,8,new,old,medio
6568274,26,22,M,2,38952.03,1,4,long_tenure,young,medio
6568325,63,27,F,2,36602.44,1,5,long_tenure,old,bajo
6568343,66,14,F,2,61029.79,0,3,long_tenure,old,medio
6568346,58,21,M,2,50959.28,5,8,long_tenure,middle,medio
6568477,53,13,M,2,193436.93,2,5,long_tenure,middle,alto
6568609,64,25,M,2,671591.54,5,8,long_tenure,old,alto
6568950,56,26,F,2,44610.72,6,9,long_tenure,middle,medio
6569137,72,7,U,2,44527.53999999999,4,7,new,old,medio
6569187,52,15,M,2,201688.96,0,4,long_tenure,middle,alto
6569413,37,5,U,2,105829.09,1,4,new,middle,medio
6571032,55,15,M,2,34438.38,6,9,long_tenure,middle,bajo
6571183,56,11,M,2,248725.62,6,9,long_tenure,middle,alto
6571200,30,7,U,4,82638.31,5,8,new,young,medio
6571308,53,5,U,2,26281.93,0,3,new,middle,bajo
6571403,82,17,M,2,346694.53,6,9,long_tenure,old,alto
6571419,53,14,F,2,138452.43,5,8,long_tenure,middle,alto
6571458,53,6,U,4,102268.51,4,7,new,middle,medio
6571686,45,17,M,3,59563.74,6,9,long_tenure,middle,medio
6571707,81,14,M,3,131700.34,4,7,long_tenure,old,medio
6571762,71,17,M,2,58645.14,0,3,long_tenure,old,medio
6572026,27,6,U,2,48592.89,6,9,new,young,medio
6572513,56,9,F,2,38329.63,6,9,new,middle,medio
6573015,77,22,M,2,299481.93,6,9,long_tenure,old,alto
6573166,36,14,F,2,26976.81,0,3,long_tenure,middle,bajo
6573176,47,12,M,2,35545.25,5,8,long_tenure,middle,bajo
6573204,74,4,U,2,46413.13,4,7,new,old,medio
6573375,35,10,M,3,178089.77999999997,5,8,long_tenure,middle,alto
6573458,46,21,F,3,138678.95,4,7,long_tenure,middle,alto
6573672,33,12,M,2,49519.13,0,3,long_tenure,middle,medio
6573809,57,15,M,3,288337.15,5,8,long_tenure,middle,alto
6574018,38,14,F,2,64665.86,0,3,long_tenure,middle,medio
6574277,67,20,F,2,101290.65,1,4,long_tenure,old,medio
6574408,60,11,F,2,35516.259999999995,5,8,long_tenure,old,bajo
6574716,60,26,M,3,1074136.66,6,9,long_tenure,old,alto
6575347,60,20,F,2,652354.16,0,3,long_tenure,old,alto
6575393,67,14,M,2,131409.59999999998,0,3,long_tenure,old,medio
6575520,48,21,M,3,809411.8200000001,6,9,long_tenure,middle,alto
6575566,53,6,U,2,43010.77,0,3,new,middle,medio
6575568,85,10,F,2,41519.26,2,5,long_tenure,old,medio
6575899,38,14,M,2,83414.45999999999,6,9,long_tenure,middle,medio
6576498,56,7,U,2,24634.8,2,5,new,middle,bajo
6576518,25,6,U,2,42292.86,2,5,new,young,medio
6576648,35,7,U,2,57700.61,0,3,new,middle,medio
6576739,51,14,M,2,97473.42,0,3,long_tenure,middle,medio
6576742,66,12,M,2,383102.42,3,6,long_tenure,old,alto
6576898,33,13,M,2,34946.42,0,3,long_tenure,middle,bajo
6577021,36,5,F,4,42213.42,0,3,new,middle,medio
6577121,43,10,F,2,56247.49,0,3,long_tenure,middle,medio
6577144,70,11,F,2,241989.94,2,5,long_tenure,old,alto
6577157,47,15,M,2,216650.41,3,6,long_tenure,middle,alto
6577234,76,7,U,2,213424.05,5,8,new,old,alto
6577607,59,10,M,2,88599.2,5,8,long_tenure,middle,medio
6577754,71,13,M,2,77873.31,6,9,long_tenure,old,medio
6578023,35,5,U,2,52891.88,4,7,new,middle,medio
6578074,60,7,U,2,30193.51,3,6,new,old,bajo
6578081,47,22,M,2,79062.81,0,3,long_tenure,middle,medio
6578585,32,5,U,3,300077.24,4,7,new,young,alto
6578740,41,13,M,3,228999.29,4,8,long_tenure,middle,alto
6578768,44,17,F,2,59290.9,2,5,long_tenure,middle,medio
6578879,49,12,F,2,107526.75,2,6,long_tenure,middle,medio
6578914,49,13,M,3,135979.52000000002,4,7,long_tenure,middle,medio
6579097,71,11,M,2,655980.87,3,6,long_tenure,old,alto
6579110,58,21,M,3,356741.22,5,8,long_tenure,middle,alto
6579246,25,13,M,2,73561.43,0,3,long_tenure,young,medio
6579345,69,10,F,2,97817.92,5,8,long_tenure,old,medio
6579408,29,6,U,2,38825.96,0,3,new,young,medio
6579471,56,16,M,3,263595.76,6,9,long_tenure,middle,alto
6579774,64,12,M,2,365798.51,4,7,long_tenure,old,alto
6579971,28,7,U,2,73108.64,6,9,new,young,medio
6579978,74,21,M,2,71192.58,1,4,long_tenure,old,medio
6580084,55,21,F,2,55037.03999999999,6,9,long_tenure,middle,medio
6580232,63,14,F,2,34812.05,2,5,long_tenure,old,bajo
6580550,28,4,U,2,30951.84,2,5,new,young,bajo
6580601,28,22,F,2,65013.44,3,6,long_tenure,young,medio
6580700,46,20,U,2,169407.74,4,7,long_tenure,middle,alto
6581133,50,6,U,2,25928.32,1,4,new,middle,bajo
6581322,45,8,F,2,95114.69,3,6,new,middle,medio
6581483,32,14,M,2,26666.94,0,3,long_tenure,young,bajo
6581548,31,5,U,2,31094.61,4,7,new,young,bajo
6581703,67,15,M,2,45028.47,0,3,long_tenure,old,medio
6581705,68,25,F,2,74745.45,4,7,long_tenure,old,medio
6581832,69,25,M,2,27547.95,5,8,long_tenure,old,bajo
6582144,33,10,F,2,104653.55,6,9,long_tenure,middle,medio
6582564,31,6,U,2,43266.86,3,6,new,young,medio
6582923,57,20,U,2,56798.54,3,6,long_tenure,middle,medio
6582932,30,5,U,2,47572.05,3,6,new,young,medio
6582979,46,12,F,2,31642.64,1,4,long_tenure,middle,bajo
6583112,65,17,F,2,27852.47,1,4,long_tenure,old,bajo
6583172,54,27,F,3,114920.01,1,4,long_tenure,middle,medio
6583380,66,7,U,2,180433.58,4,7,new,old,alto
6583420,28,4,U,2,37676.03,0,3,new,young,medio
6583508,30,10,F,2,32858.14,0,3,long_tenure,young,bajo
6583985,66,27,M,3,172934.40000000002,5,8,long_tenure,old,alto
6584092,59,12,F,2,29777.28,2,5,long_tenure,middle,bajo
6584442,56,16,M,2,34077.09,0,3,long_tenure,middle,bajo
6584723,28,10,M,3,40121.76,6,9,long_tenure,young,medio
6584763,55,7,U,3,44882.65,6,9,new,middle,medio
6584771,22,6,M,2,24956.13,0,3,new,young,bajo
6584878,31,5,U,2,55567.14,2,5,new,young,medio
6584990,24,14,M,2,47731.94,3,6,long_tenure,young,medio
6585215,34,16,M,2,212054.04,4,7,long_tenure,middle,alto
6585563,47,5,F,2,639861.1000000001,4,7,new,middle,alto
6585877,23,21,M,2,32483.4,6,9,long_tenure,young,bajo
6586073,30,5,U,2,89109.1,1,4,new,young,medio
6586093,53,22,F,2,172682.21999999997,2,5,long_tenure,middle,alto
6586221,28,8,U,2,41679.38,0,3,new,young,medio
6586284,22,7,U,2,59124.11,1,4,new,young,medio
6586396,30,6,U,2,23818.79,0,3,new,young,bajo
6586594,25,6,U,2,60653.31,0,3,new,young,medio
6586655,46,26,F,2,39888.64,0,3,long_tenure,middle,medio
6586925,69,12,M,2,48866.3,2,5,long_tenure,old,medio
6587026,52,17,F,2,25388.47,1,4,long_tenure,middle,bajo
6587114,38,11,M,2,52558.92,3,6,long_tenure,middle,medio
6587318,39,12,M,3,63322.15,2,5,long_tenure,middle,medio
6587813,25,6,U,3,81592.33,6,9,new,young,medio
6587845,56,12,F,2,221166.01,5,8,long_tenure,middle,alto
6588167,64,15,M,2,151082.86,3,6,long_tenure,old,alto
6588578,33,10,F,2,33018.19,0,3,long_tenure,middle,bajo
6588643,35,6,U,2,64614.25,6,9,new,middle,medio
6589055,20,5,M,3,33336.6,2,5,new,young,bajo
6589077,85,32,M,2,84240.76,6,9,long_tenure,old,medio
6589373,35,7,M,3,182148.17,6,9,new,middle,alto
6589685,63,11,F,2,297645.47,0,3,long_tenure,old,alto
6589939,62,15,M,3,530335.6,3,6,long_tenure,old,alto
6590106,31,6,U,2,63501.0,6,9,new,young,medio
6590312,28,13,F,3,42679.17999999999,2,5,long_tenure,young,medio
6590564,61,8,F,2,355569.76,0,3,new,old,alto
6590593,47,16,M,2,33940.85,1,4,long_tenure,middle,bajo
6590646,42,8,F,3,2768726.87,5,8,new,middle,alto
6591498,34,6,U,2,35669.14,2,5,new,middle,bajo
6591984,47,15,F,2,39645.88,1,4,long_tenure,middle,medio
6593124,46,14,M,2,758413.99,0,3,long_tenure,middle,alto
6593434,55,12,F,2,31748.74,2,5,long_tenure,middle,bajo
6593440,74,12,M,2,1550423.16,6,9,long_tenure,old,alto
6593447,60,6,U,2,158957.46999999997,0,3,new,old,alto
6593577,29,7,U,2,45146.35,6,9,new,young,medio
6593778,53,4,U,2,37193.54,1,4,new,middle,bajo
6593913,72,7,U,2,57806.91,0,3,new,old,medio
6594076,25,5,F,2,76013.87,0,4,new,young,medio
6594655,57,13,F,3,50304.2,0,3,long_tenure,middle,medio
6594759,72,21,F,2,37831.67,0,3,long_tenure,old,medio
6594813,51,20,F,2,33390.77,3,6,long_tenure,middle,bajo
6595011,28,6,U,2,26130.09,1,4,new,young,bajo
6595036,50,15,M,2,29359.39,0,3,long_tenure,middle,bajo
6595285,33,13,F,3,162212.52999999997,3,6,long_tenure,middle,alto
6595516,61,14,F,2,47514.67,6,9,long_tenure,old,medio
6595818,51,11,M,2,26625.3,1,4,long_tenure,middle,bajo
6595891,35,15,U,2,53348.23,6,9,long_tenure,middle,medio
6596167,70,12,M,2,141362.47999999998,5,8,long_tenure,old,alto
6596429,51,9,M,2,239657.72,5,8,new,middle,alto
6596822,32,14,M,2,87589.26,2,5,long_tenure,young,medio
6596973,56,23,F,3,703207.56,2,6,long_tenure,middle,alto
6597238,33,6,M,2,38721.23,3,6,new,middle,medio
6597337,29,8,M,2,85575.79999999999,4,7,new,young,medio
6597530,61,22,M,2,226401.73,6,9,long_tenure,old,alto
6597561,53,4,U,2,84794.29000000001,4,7,new,middle,medio
6597894,35,10,F,2,42842.75,1,4,long_tenure,middle,medio
6597999,31,15,F,3,35583.23,2,5,long_tenure,young,bajo
6598277,62,11,F,2,30487.09,6,9,long_tenure,old,bajo
6598371,43,15,U,2,134646.03999999998,6,9,long_tenure,middle,medio
6598485,59,13,M,2,139973.75,6,9,long_tenure,middle,alto
6598688,56,22,F,3,25997.84,2,5,long_tenure,middle,bajo
6599610,38,9,M,3,58245.99,4,7,new,middle,medio
6599771,57,14,F,2,28263.07,1,4,long_tenure,middle,bajo
6599800,57,22,F,3,321968.67,6,9,long_tenure,middle,alto
6599844,73,7,U,2,55094.01,6,9,new,old,medio
6599910,52,15,F,2,96351.48,1,4,long_tenure,middle,medio
6600012,55,8,F,2,33284.899999999994,1,4,new,middle,bajo
6600418,32,7,U,2,33679.16,2,5,new,young,bajo
6600580,36,7,U,2,35700.6,3,6,new,middle,bajo
6600659,28,6,U,2,54033.3,4,7,new,young,medio
6600855,24,6,U,4,104379.31,3,6,new,young,medio
6601110,65,6,U,2,56302.03999999999,6,9,new,old,medio
6601169,52,22,M,3,379166.94,0,3,long_tenure,middle,alto
6601257,66,12,F,2,41571.22,1,4,long_tenure,old,medio
6601330,56,7,U,2,36403.68,4,7,new,middle,bajo
6601357,20,8,U,2,29405.31,1,5,new,young,bajo
6601433,59,12,M,2,42621.24,0,3,long_tenure,middle,medio
6601486,68,24,F,2,131721.15,6,9,long_tenure,old,medio
6601606,39,17,F,2,25772.7,4,7,long_tenure,middle,bajo
6601679,62,16,F,2,77056.44,0,3,long_tenure,old,medio
6601799,65,13,F,2,27695.26,4,7,long_tenure,old,bajo
6601821,61,11,F,2,232854.23,0,3,long_tenure,old,alto
6601933,36,15,F,2,33885.09,2,5,long_tenure,middle,bajo
6602198,37,14,M,2,32993.869999999995,0,3,long_tenure,middle,bajo
6602220,33,13,F,3,123715.52,6,9,long_tenure,middle,medio
6602327,48,6,U,2,55006.98,0,3,new,middle,medio
6602331,60,13,U,2,55713.98,5,8,long_tenure,old,medio
6602680,54,13,M,2,29663.74,0,4,long_tenure,middle,bajo
6602749,44,9,F,2,78588.23999999999,6,9,new,middle,medio
6603155,53,17,F,3,40557.41,3,6,long_tenure,middle,medio
6603236,41,18,F,2,124680.26,6,9,long_tenure,middle,medio
6603420,55,22,M,4,234991.91,2,5,long_tenure,middle,alto
6604127,63,15,M,2,47720.4,1,4,long_tenure,old,medio
6604435,37,10,F,2,69887.97,1,4,long_tenure,middle,medio
6604463,58,6,U,2,30971.3,1,4,new,middle,bajo
6604868,31,14,F,3,111701.9,3,6,long_tenure,young,medio
6605089,28,8,U,2,53243.32,4,7,new,young,medio
